Drug,Liver,Blood,Spinal Column,Nerve,Muscle,Alimentary Canal,Skin,Pancreas,Reproductive System,Mouth,Vascular System,Heart,Brain,Endocrine Gland,Urinary System,Adipose Tissue,Lung,Spleen
diazepam,26.865671641791046,0.0,0.8955223880597015,0.0,0.0,6.268656716417911,1.6417910447761197,0.0,9.104477611940299,1.044776119402985,3.8805970149253732,2.985074626865672,18.805970149253728,4.477611940298507,0.8955223880597015,8.955223880597014,7.462686567164179,5.970149253731344
dicyclomine,0.0,0.0,0.0,0.0,0.0,13.649976209801563,1.9927789750622742,1.1195387500349856,1.6737104313023035,3.358616250104957,0.33586162501049566,2.938789218841837,63.309916314478436,5.911164600184724,1.7016989000531781,0.0,0.7892748187746648,0.11195387500349856
dihydroergotamine,0.0,0.0,0.26513946335772615,1.3256973167886308,0.0,6.130024392830629,8.78141902640789,0.0,11.35857461024499,0.10605578534309047,31.965213702407464,0.0,32.46367589352,1.590836780146357,1.4847809948032666,1.6438646728179023,0.9226853324848869,0.10605578534309047
diphenhydramine,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
dobutamine,0.8321198252548367,1.1649677553567714,0.6240898689411275,1.4562096941959644,0.8321198252548367,8.487622217599334,12.128146453089245,0.24963594757645102,13.189099230289164,1.248179737882255,2.7043894320782194,7.697108383607239,18.285833159975038,3.5781152485957977,1.310588724776368,12.065737466195133,9.153318077803204,2.9124193883919287
domperidone,0.0,0.0,0.2840909090909091,1.6233766233766234,0.0,0.20292207792207792,0.6087662337662337,0.0,2.75974025974026,3.2467532467532467,0.2840909090909091,0.0,56.98051948051948,34.00974025974026,0.0,0.0,0.0,0.0
dopamine,0.20616856341745013,0.12370113805047007,0.7628236846445654,2.1194128319313874,0.20616856341745013,4.185221837374238,2.1235362031997362,0.41233712683490026,11.677387431964375,2.061685634174501,2.082302490516246,0.24740227610094015,47.75688603001814,21.936335147616692,1.2782450931881908,1.0885700148441366,0.4948045522018803,0.41233712683490026
dosulepin,0.0,0.04096614557729492,0.39327499754203127,2.1761216530659064,0.07865499950840625,12.137449611640939,5.459967882541867,0.6554583292367188,9.173139317667877,2.3596499852521875,5.964670796054141,1.8778881132631993,46.58833939632289,4.6635860125192545,1.782846655523875,1.8352833218628124,1.2486481171959491,1.1634385343951759
doxazosin,6.419073819348923,0.0,0.25217790004585056,3.2095369096744615,0.0,4.080696928014672,3.3012379642365888,0.0,19.348922512608894,0.2751031636863824,20.311783585511233,1.1462631820265934,18.225584594222838,4.4245758826226504,1.9486474094452086,5.272810637322329,4.355800091701055,6.648326455754241
doxepin,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
duloxetine,0.0,0.0,1.1078527207559465,0.0,0.0,0.9775171065493646,0.0,0.0,4.317367220593027,0.0,9.775171065493646,0.0,83.43108504398828,0.0,0.0,0.3910068426197459,0.0,0.0
eletriptan,0.0,0.0,0.27609055770292656,1.1595803423522915,0.0,5.521811154058531,7.730535615681943,0.0,7.896189950303699,0.0,32.02650469353948,0.0,38.487023743787965,1.5461071231363888,1.1043622308117063,1.4908890115958033,0.8282716731087797,0.0
eluxadoline,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
ephedrine,1.3302294645826405,1.6295310941137349,0.6651147322913202,2.327901563019621,1.3302294645826405,8.646491519787164,18.92251413368806,0.16627868307283006,20.086464915197876,1.995344196873961,3.6581310276022614,2.327901563019621,3.990688393747922,3.392085134685733,1.5962753574991686,16.29531094113735,6.318589956767543,3.6581310276022614
epinastine,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
eprosartan,6.345429307951616,0.0,0.0,2.97441998810232,1.1897679952409281,9.9147332936744,6.742018639698593,0.396589331746976,17.05334126511997,0.99147332936744,6.742018639698593,1.7846519928613922,0.25778306563553444,12.690858615903233,3.172714653975808,23.597065238945074,2.97441998810232,1.1897679952409281
ergometrine,0.0,0.0,0.0,0.0,0.0,3.3444816053511706,0.0,0.0,10.033444816053512,0.0,0.0,0.0,84.94983277591973,0.0,0.0,0.0,0.0,0.0
ergotamine,0.13830302192102897,0.16596362630523478,0.591245418712399,0.3457575548025725,0.0,5.075720904501765,0.5532120876841159,0.0,11.600165963626306,0.16596362630523478,6.361939008367333,0.8298181315261739,62.98665375838463,6.5970541456330825,1.1064241753682318,1.0130696355715374,0.2800636193900837,0.16596362630523478
erythromycin-A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
esmolol,0.0,0.3888888888888889,0.5555555555555556,0.0,0.0,8.222222222222221,0.7777777777777778,0.3888888888888889,1.6666666666666667,0.0,1.1111111111111112,16.666666666666668,42.16666666666667,3.888888888888889,0.8333333333333334,5.0,13.88888888888889,1.6666666666666667
etelcalcetide,0.0,4.929577464788733,0.0,0.0,0.0,0.0,0.0,49.29577464788733,3.5211267605633805,0.0,0.0,0.0,0.0,0.0,42.25352112676057,0.0,0.0,0.0
exendin-4,0.0,0.0,0.0,8.130081300813007,0.0,4.0650406504065035,0.0,48.78048780487805,8.130081300813007,0.0,0.0,21.95121951219512,8.94308943089431,0.0,0.0,0.0,0.0,0.0
famotidine,0.0,34.78904515173945,0.5181347150259068,1.4803849000740192,0.0,7.253886010362695,1.1102886750555145,0.0,9.770540340488527,0.5181347150259068,8.142116950407106,5.181347150259068,12.953367875647668,3.034789045151739,1.2583271650629164,5.181347150259068,3.7009622501850483,4.441154700222058
fenoldopam,0.43036667240488896,0.2582200034429334,1.291100017214667,2.7027027027027026,0.43036667240488896,8.176966775692891,3.787226717163023,0.8607333448097779,21.27732828369771,0.8607333448097779,4.045446720605956,0.5164400068858668,37.16646582888621,9.640213461869513,2.6682733689103117,2.2723360302978137,1.0328800137717336,0.8607333448097779
fenoterol,1.3302294645826405,1.6295310941137349,0.6651147322913202,2.327901563019621,1.3302294645826405,8.646491519787164,18.92251413368806,0.16627868307283006,20.086464915197876,1.995344196873961,3.6581310276022614,2.327901563019621,3.990688393747922,3.392085134685733,1.5962753574991686,16.29531094113735,6.318589956767543,3.6581310276022614
fentanyl,0.0,0.0,0.0,0.0,0.0,1.2953367875647668,0.0,0.0,7.512953367875648,0.0,0.0,0.0,91.19170984455958,0.0,0.0,0.0,0.0,0.0
fexofenadine,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
fingolimod,0.3324536449943449,2.9475271618055316,2.707612160263221,2.9818007334544334,0.8225657195736368,6.409157898344587,4.798300030846215,0.3290262878294547,15.721287315351132,1.028207149467046,5.267847962436165,2.9132535901566303,22.4149158583816,5.206155533468142,1.8679096548651335,13.010247797923022,6.100695753504473,3.6329985947835626
flibanserin,0.0,0.0,0.9469056476158269,0.0,0.0,2.029083530605343,0.0,0.0,8.792695299289822,0.0,20.290835306053435,0.0,67.12884680419344,0.0,0.0,0.8116334122421374,0.0,0.0
fluoxetine,0.5197505197505198,0.6237006237006237,0.0,0.5197505197505198,0.0,13.617463617463617,2.079002079002079,0.0,31.704781704781706,0.6237006237006237,8.316008316008316,3.1185031185031185,0.0,24.012474012474012,4.158004158004158,2.079002079002079,0.7276507276507276,0.6237006237006237
flupentixol,0.0,0.0,0.23376970344643333,1.4293347582153353,0.0,0.43414373497194764,0.5009350788137857,0.0,2.8853860539674057,2.6716537536735236,0.36735239113010953,0.0,62.99759551162169,28.185947101255678,0.0667913438418381,0.09350788137857334,0.1335826876836762,0.0
fluphenazine,0.0,0.0,0.42286957811959053,3.744003165339532,0.11870023245462188,5.596221375933528,6.239180968396063,0.0,13.62085167416786,1.607398981156338,12.090113259805133,0.23740046490924377,37.855482466986494,11.904644146594787,1.3106484000197833,2.9724516543844897,1.2661358128493,0.22256293585241604
fluspirilene,0.0,0.0,0.4899664949382138,4.701516734517419,0.1729293511546637,8.718521454047629,8.358251972475411,0.0,17.79731238966747,0.8646467557733185,17.004719530208597,0.3458587023093274,30.244622977987536,2.1039737723817415,1.729293511546637,4.207947544763483,1.729293511546637,0.28821558525777285
formoterol,1.3302294645826405,1.6295310941137349,0.6651147322913202,2.327901563019621,1.3302294645826405,8.646491519787164,18.92251413368806,0.16627868307283006,20.086464915197876,1.995344196873961,3.6581310276022614,2.327901563019621,3.990688393747922,3.392085134685733,1.5962753574991686,16.29531094113735,6.318589956767543,3.6581310276022614
fosaprepitant,0.0,0.0,0.0,5.709624796084828,0.0,6.280587275693311,6.525285481239804,0.0,41.59869494290375,1.631321370309951,6.525285481239804,0.0,10.848287112561174,2.365415986949429,3.0179445350734087,13.050570962479608,0.8156606851549755,0.0
frovatriptan,0.0,0.0,0.3472222222222222,0.9722222222222222,0.0,6.25,9.722222222222221,0.0,5.694444444444445,0.0,40.27777777777778,0.0,30.76388888888889,1.1111111111111112,1.3888888888888888,0.6944444444444444,0.6944444444444444,0.0
fulvestrant,2.846299810246679,5.692599620493358,1.1385199240986716,3.6053130929791273,0.18975332068311196,15.559772296015181,2.0872865275142316,0.18975332068311196,12.7134724857685,0.7590132827324478,6.83111954459203,1.1385199240986716,20.49335863377609,10.436432637571157,3.225806451612903,5.692599620493358,2.2770398481973433,3.0360531309297913
furosemide,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gallamine,0.0,0.0,0.0,0.0,0.0,53.324968632371395,0.0,0.0,1.7565872020075282,0.0,0.0,26.348808030112924,3.5131744040150563,0.0,10.037641154328734,0.0,1.2547051442910917,0.0
glucagon,60.088551549652124,0.3795066413662239,0.0,8.855154965211891,0.0,1.834282099936749,1.8975332068311197,4.301075268817204,3.478810879190386,0.0,0.0,1.7077798861480076,0.6957621758380773,0.3162555344718533,16.44528779253637,0.0,0.0,0.0
glycopyrrolate,0.0,0.059611807906910196,0.38151557060422525,0.11445467118126758,0.0,12.89284181410654,2.4130859840717247,0.9537889265105631,3.2381134055033622,2.8613667795316897,0.28613667795316894,2.503695932090228,62.54709332824647,5.393676379417235,1.449759168296056,0.0,0.6724211931899471,1.502217559254137
goserelin,0.40080160320641284,1.6032064128256514,0.8016032064128257,10.02004008016032,0.40080160320641284,10.821643286573146,7.414829659318637,0.6012024048096193,21.8436873747495,1.8036072144288577,9.01803607214429,1.402805611222445,13.627254509018035,7.414829659318637,2.6052104208416833,3.406813627254509,2.004008016032064,2.6052104208416833
guanabenz,0.240445456846368,0.0,0.21091706740909474,2.0669872606091286,0.4133974521218257,3.4590399055091536,2.442419640597317,1.2570657217582046,43.912933434573524,0.6749346157091032,18.391968278073062,0.6622795916645575,7.204927022694677,3.9188391124609803,2.235720914536404,8.605416350291065,0.6327512022272842,2.9528389437273264
guanfacine,0.240445456846368,0.0,0.21091706740909474,2.0669872606091286,0.4133974521218257,3.4590399055091536,2.442419640597317,1.2570657217582046,43.912933434573524,0.6749346157091032,18.391968278073062,0.6622795916645575,7.204927022694677,3.9188391124609803,2.235720914536404,8.605416350291065,0.6327512022272842,2.9528389437273264
haloperidol,0.15224819839631898,0.13194843861014313,0.5430185742802044,3.1786040531853708,0.1657813715871029,7.6310180329532775,5.283012484352269,0.16916466488479887,17.62357478769835,1.349934025780695,10.114355313462125,0.6698920729438035,31.824948404777214,13.130561288358088,1.945393646175187,2.7269343979429577,1.1300199614304565,0.40261190242582134
histrelin,0.40080160320641284,1.6032064128256514,0.8016032064128257,10.02004008016032,0.40080160320641284,10.821643286573146,7.414829659318637,0.6012024048096193,21.8436873747495,1.8036072144288577,9.01803607214429,1.402805611222445,13.627254509018035,7.414829659318637,2.6052104208416833,3.406813627254509,2.004008016032064,2.6052104208416833
hydrocodone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.033195020746888,0.0,0.0,0.0,87.96680497925311,0.0,0.0,0.0,0.0,0.0
hydromorphone,0.0,0.0,0.0,0.0,0.0,1.2953367875647668,0.0,0.0,7.512953367875648,0.0,0.0,0.0,91.19170984455958,0.0,0.0,0.0,0.0,0.0
hydroxyzine,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
icatibant,0.0,0.0,0.0,4.597701149425287,0.0,20.373563218390803,5.747126436781609,1.1494252873563218,42.672413793103445,0.5747126436781609,1.7241379310344827,0.1724137931034483,3.160919540229885,4.454022988505747,5.718390804597701,7.068965517241379,0.5747126436781609,0.0
iloperidone,0.0,0.0,0.0,1.1273957158962795,0.0,4.3968432919954905,7.215332581736189,0.0,20.631341600901916,0.5636978579481398,6.4261555806087935,0.0,54.4532130777903,0.5636978579481398,2.254791431792559,1.1273957158962795,0.6764374295377678,0.5636978579481398
iloprost,0.5798950389979414,1.457469531348159,0.2474218833057883,6.291861173127663,0.19716431325930003,8.936182550958275,8.833734427401973,0.6340185759710826,21.257985637932865,1.1481921772159238,24.100437820754443,0.9249325872017162,1.7918756705036387,5.005460678283897,4.244831685464931,6.724849468912793,2.696511931340427,3.32473155692153
imipramine,0.0,0.0,0.0,0.0,0.0,53.324968632371395,0.0,0.0,1.7565872020075282,0.0,0.0,26.348808030112924,3.5131744040150563,0.0,10.037641154328734,0.0,1.2547051442910917,0.0
indacaterol,0.8321198252548367,1.1649677553567714,0.6240898689411275,1.4562096941959644,0.8321198252548367,8.487622217599334,12.128146453089245,0.24963594757645102,13.189099230289164,1.248179737882255,2.7043894320782194,7.697108383607239,18.285833159975038,3.5781152485957977,1.310588724776368,12.065737466195133,9.153318077803204,2.9124193883919287
indomethacin,0.0,0.6578947368421053,2.192982456140351,1.0964912280701755,1.0964912280701755,38.04824561403509,2.3026315789473686,0.0,5.701754385964913,0.0,0.0,3.289473684210526,38.37719298245614,1.8640350877192982,0.7675438596491229,1.206140350877193,0.6578947368421053,0.5482456140350878
indoramin,6.419073819348923,0.0,0.25217790004585056,3.2095369096744615,0.0,4.080696928014672,3.3012379642365888,0.0,19.348922512608894,0.2751031636863824,20.311783585511233,1.1462631820265934,18.225584594222838,4.4245758826226504,1.9486474094452086,5.272810637322329,4.355800091701055,6.648326455754241
ipratropium,0.0,0.059611807906910196,0.38151557060422525,0.11445467118126758,0.0,12.89284181410654,2.4130859840717247,0.9537889265105631,3.2381134055033622,2.8613667795316897,0.28613667795316894,2.503695932090228,62.54709332824647,5.393676379417235,1.449759168296056,0.0,0.6724211931899471,1.502217559254137
irbesartan,6.345429307951616,0.0,0.0,2.97441998810232,1.1897679952409281,9.9147332936744,6.742018639698593,0.396589331746976,17.05334126511997,0.99147332936744,6.742018639698593,1.7846519928613922,0.25778306563553444,12.690858615903233,3.172714653975808,23.597065238945074,2.97441998810232,1.1897679952409281
isoprenaline,0.7385524372230428,1.03397341211226,0.5539143279172821,1.292466765140325,0.7385524372230428,8.973412112259968,10.764401772525849,0.22156573116691283,18.999261447562777,1.1078286558345642,2.400295420974889,6.831610044313146,16.229689807976367,3.2865583456425407,2.2710487444608565,10.709010339734121,8.12407680945347,2.58493353028065
istradefylline,1.0964021765613579,0.9380329732802729,0.3654673921871193,3.614066433850402,0.2111589377081134,7.869731178429302,3.9389263380167305,0.2639486721351417,14.293835783318444,0.3654673921871193,40.23389913099976,0.9583367172906684,7.276861853325753,6.29416064322261,2.314626817185089,2.598879233330626,2.1928043531227157,3.0618045967676446
ketanserin,3.20589434609598,0.06749251254938905,0.3993306992505519,1.7773028304672451,0.0,4.443257076168114,3.0090411844935954,0.0,14.932718401552332,0.2165384777626232,16.81969656491233,0.8999001673251874,37.620045276227174,4.938202168196967,1.617008113162446,2.9977924324020306,2.3313038709768135,3.3436915592176493
ketotifen,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
labetalol,0.4108885464817668,0.5752439650744735,0.3081664098613251,4.417051874678993,0.4108885464817668,6.902927580893682,6.563944530046224,0.12326656394453005,27.837699024139702,0.8217770929635336,7.0878274268104775,3.800719054956343,15.356959424756035,4.848484848484849,2.29070364663585,7.601438109912686,6.574216743708269,2.6707755521314844
lanreotide,0.23371311714869997,8.76424189307625,0.7303534910896874,0.8764241893076249,0.20449897750511248,1.9281332164767748,0.43821209465381245,0.35056967572305,12.065439672801636,0.43821209465381245,2.5708442886356995,2.629272567922875,48.40782938942448,11.685655857434998,1.9573473561203623,2.3371311714869996,0.29214139643587494,3.7978381536663743
latanoprost (free acid form),0.3065395095367847,0.0,0.0,18.732970027247955,0.3405994550408719,6.8119891008174385,22.479564032697546,0.3065395095367847,23.126702997275206,2.3841961852861036,8.174386920980925,0.3405994550408719,1.1580381471389645,2.7247956403269753,2.7247956403269753,8.174386920980925,1.0217983651226157,0.17029972752043596
latanoprost (isopropyl ester),0.3065395095367847,0.0,0.0,18.732970027247955,0.3405994550408719,6.8119891008174385,22.479564032697546,0.3065395095367847,23.126702997275206,2.3841961852861036,8.174386920980925,0.3405994550408719,1.1580381471389645,2.7247956403269753,2.7247956403269753,8.174386920980925,1.0217983651226157,0.17029972752043596
leuprolide,0.40080160320641284,1.6032064128256514,0.8016032064128257,10.02004008016032,0.40080160320641284,10.821643286573146,7.414829659318637,0.6012024048096193,21.8436873747495,1.8036072144288577,9.01803607214429,1.402805611222445,13.627254509018035,7.414829659318637,2.6052104208416833,3.406813627254509,2.004008016032064,2.6052104208416833
levallorphan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
levobunolol,0.7385524372230428,1.03397341211226,0.5539143279172821,1.292466765140325,0.7385524372230428,8.973412112259968,10.764401772525849,0.22156573116691283,18.999261447562777,1.1078286558345642,2.400295420974889,6.831610044313146,16.229689807976367,3.2865583456425407,2.2710487444608565,10.709010339734121,8.12407680945347,2.58493353028065
levocabastine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0
levodopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
levorphanol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
liraglutide,0.0,0.0,0.0,8.130081300813007,0.0,4.0650406504065035,0.0,48.78048780487805,8.130081300813007,0.0,0.0,21.95121951219512,8.94308943089431,0.0,0.0,0.0,0.0,0.0
lisuride,1.0352852595913618,0.04449159793285191,0.36734088549687993,1.7534252826357275,0.30801875491974395,4.032193663940129,2.4858254332226744,0.906944111708135,33.51129972506474,0.8008487627913343,15.545250236718116,0.7101543516205209,19.158196150906374,6.920725098965285,1.955348688638671,6.389677949279577,0.7848774199436439,2.263367443558415
lixisenatide,0.0,0.0,0.0,8.130081300813007,0.0,4.0650406504065035,0.0,48.78048780487805,8.130081300813007,0.0,0.0,21.95121951219512,8.94308943089431,0.0,0.0,0.0,0.0,0.0
loperamide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
loratadine,0.0,0.0,0.4191114836546522,6.705783738474435,0.2514668901927913,10.477787091366304,12.154233025984912,0.0,22.212908633696564,1.2573344509639564,18.440905280804696,0.5029337803855826,11.525565800502934,3.0595138306789607,2.5146689019279127,5.86756077116513,2.5146689019279127,0.4191114836546522
lorazepam,0.34330554193231977,2.942618930848455,0.4904364884747425,0.980872976949485,0.2942618930848455,15.69396763119176,9.31829328102011,0.24521824423737126,14.565963707699854,2.452182442373713,2.942618930848455,0.9318293281020109,17.11623344776851,15.00735654732712,2.452182442373713,3.92349190779794,4.4139283962726825,3.433055419323198
lorcaserin,0.20374898125509372,0.24449877750611246,0.6927465362673186,0.20374898125509372,0.0,5.949470252648736,0.8149959250203749,0.0,15.077424612876936,0.24449877750611246,9.372453137734311,1.2224938875305624,50.488997555012226,9.41320293398533,1.6299918500407498,1.0594947025264874,0.2852485737571312,0.24449877750611246
losartan,6.345429307951616,0.0,0.0,2.97441998810232,1.1897679952409281,9.9147332936744,6.742018639698593,0.396589331746976,17.05334126511997,0.99147332936744,6.742018639698593,1.7846519928613922,0.25778306563553444,12.690858615903233,3.172714653975808,23.597065238945074,2.97441998810232,1.1897679952409281
loxapine,0.09440374594063893,0.05664224756438336,0.7571180424439242,3.360773355486746,0.18503134204365232,5.84359187372555,5.352692394834228,0.18880749188127785,14.179442640283964,1.3971754399214562,9.827429952420513,0.29453968733479347,40.80507514538178,11.090552073106261,1.4726984366739673,2.6772902348765206,1.0950834529114115,0.33985348538630017
lurasidone,0.03178379752812866,0.0,0.1362162751205514,1.743568321543058,0.17254061515269845,2.795157965473715,2.5181848727285936,1.3167573261653303,46.00114421671102,0.5993516105304262,19.173802885968815,0.3950271978495991,7.3702085925226335,3.7777313633432925,2.0341630418002343,8.418165802450076,0.6465732525722173,2.4609740371779623
macitentan,0.601935193519352,0.0405040504050405,1.203870387038704,2.3064806480648063,0.4444194419441944,4.7761026102610264,3.0996849684968497,0.3442844284428443,30.096759675967597,1.0013501350135015,6.7450495049504955,3.172817281728173,17.842034203420344,8.500225022502251,3.065931593159316,9.169666966696669,5.288028802880288,1.215121512151215
maraviroc,0.9868421052631579,4.934210526315789,3.289473684210526,1.644736842105263,0.0,17.598684210526315,0.0,0.8223684210526315,13.980263157894736,3.289473684210526,5.921052631578948,0.0,0.9868421052631579,7.730263157894737,4.440789473684211,4.934210526315789,9.868421052631579,18.092105263157894
melatonin,0.5075498033244512,0.6090597639893415,0.0,0.5075498033244512,0.0,13.297804847100622,2.030199213297805,0.0,32.03908133485598,0.6090597639893415,8.12079685319122,3.0452988199467073,1.268874508311128,23.448800913589647,4.06039842659561,2.030199213297805,0.7105697246542316,0.6090597639893415
mesoridazine,0.0,0.0,0.6304379884972718,0.788969178587229,0.0,0.534581920070786,0.27650788969178586,0.0,3.4360713759032597,1.474708745022858,4.626898687509216,0.0,72.37133166199675,15.52130954136558,0.03686771862557145,0.22857985547854293,0.0737354372511429,0.0
methadone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
methoxamine,6.419073819348923,0.0,0.25217790004585056,3.2095369096744615,0.0,4.080696928014672,3.3012379642365888,0.0,19.348922512608894,0.2751031636863824,20.311783585511233,1.1462631820265934,18.225584594222838,4.4245758826226504,1.9486474094452086,5.272810637322329,4.355800091701055,6.648326455754241
methylergonovine,0.18615907292781683,0.2233908875133802,0.6329408479545773,0.3490482617396566,0.0,5.668543770652023,0.7446362917112673,0.0,15.195234327733049,0.2233908875133802,8.563317354679574,1.116954437566901,52.040768836971196,8.879787778656864,1.4892725834225347,1.3636152091962583,0.37697212267882907,0.2233908875133802
methylnaltrexone,0.0,0.0,0.0,0.0,0.0,1.2953367875647668,0.0,0.0,7.512953367875648,0.0,0.0,0.0,91.19170984455958,0.0,0.0,0.0,0.0,0.0
metoprolol,0.8321198252548367,1.1649677553567714,0.6240898689411275,1.4562096941959644,0.8321198252548367,8.487622217599334,12.128146453089245,0.24963594757645102,13.189099230289164,1.248179737882255,2.7043894320782194,7.697108383607239,18.285833159975038,3.5781152485957977,1.310588724776368,12.065737466195133,9.153318077803204,2.9124193883919287
mianserin,4.08807286810586,0.08606469196012337,0.40163522914724237,2.115757010686366,0.0,4.787348490281864,2.5819407588037007,0.0,18.069999282794235,0.2761242200387291,16.212436347988238,1.147529226134978,29.957684859786273,6.099835042673744,1.8647349924693395,3.707953811948648,2.8473068923474143,4.263788280857778
mirabegron,0.7385524372230428,1.03397341211226,0.5539143279172821,1.292466765140325,0.7385524372230428,8.973412112259968,10.764401772525849,0.22156573116691283,18.999261447562777,1.1078286558345642,2.400295420974889,6.831610044313146,16.229689807976367,3.2865583456425407,2.2710487444608565,10.709010339734121,8.12407680945347,2.58493353028065
mirtazapine,0.21844771817944905,0.0,0.29586252356935905,1.8778838931215796,0.3755767786243159,3.2345591954992106,2.218968926770193,1.1420600003065933,40.29402296383732,0.6131865773458219,17.62911409869238,0.6016893290205877,14.143148406481382,3.5603145647141785,2.031180537458035,7.854920055799979,0.574862416261708,2.682691275887971
misoprostol (methyl ester),0.11500495160208286,2.6067789029805444,0.37057151071782257,1.3736702552471007,0.12778327955786983,12.938057055234323,8.30591317126154,1.4439510590039293,32.217359358527936,1.2778327955786986,11.18103696131361,0.5207168641983196,0.9903204165734913,3.498067277896687,5.3988435613200005,11.021307861866275,2.5237197712679293,2.8112321502731366
mogamulizumab,0.0,13.0,0.0,2.0,0.0,9.333333333333334,5.333333333333333,0.0,23.666666666666668,2.3333333333333335,4.0,0.0,3.3333333333333335,6.666666666666667,2.0,5.0,10.0,13.333333333333334
molindone,0.0,0.0,0.5557371690094802,5.230467473030402,0.1961425302386401,8.662961752206604,9.480222294867605,0.0,19.450800915331808,0.9807126511932005,19.28734880679961,0.3922850604772802,23.04674730304021,2.386400784570121,1.961425302386401,4.772801569140242,1.961425302386401,0.32690421706440015
montelukast,0.7849293563579277,7.06436420722135,1.5698587127158554,2.3547880690737832,0.47095761381475665,16.483516483516482,3.924646781789639,0.706436420722135,14.1287284144427,2.3547880690737832,6.279434850863422,1.0989010989010988,9.811616954474097,7.06436420722135,2.3547880690737832,5.4945054945054945,2.3547880690737832,5.4945054945054945
morphine,0.0,0.0,0.0,0.0,0.0,1.2953367875647668,0.0,0.0,7.512953367875648,0.0,0.0,0.0,91.19170984455958,0.0,0.0,0.0,0.0,0.0
mosapride,0.0,0.0,0.0,0.0,0.0,43.28358208955224,0.0,0.0,0.0,0.0,20.149253731343283,7.462686567164179,21.64179104477612,7.462686567164179,0.0,0.0,0.0,0.0
nabilone,0.0,4.024468770122344,0.32195750160978753,1.7707662588538313,0.32195750160978753,9.01481004507405,5.1513200257566005,0.16097875080489377,13.9407598197038,0.48293625241468124,6.117192530585963,0.11268512556342562,33.00064391500322,8.998712169993562,0.8048937540244687,9.336767546683838,1.6097875080489374,3.5415325177076626
nadolol,0.7385524372230428,1.03397341211226,0.5539143279172821,1.292466765140325,0.7385524372230428,8.973412112259968,10.764401772525849,0.22156573116691283,18.999261447562777,1.1078286558345642,2.400295420974889,6.831610044313146,16.229689807976367,3.2865583456425407,2.2710487444608565,10.709010339734121,8.12407680945347,2.58493353028065
nafarelin,0.40080160320641284,1.6032064128256514,0.8016032064128257,10.02004008016032,0.40080160320641284,10.821643286573146,7.414829659318637,0.6012024048096193,21.8436873747495,1.8036072144288577,9.01803607214429,1.402805611222445,13.627254509018035,7.414829659318637,2.6052104208416833,3.406813627254509,2.004008016032064,2.6052104208416833
